"SYSTEM", "1", "SYSTEM", "System Start", " "
"Thread-9", "2549", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-9", "2550", "RW_Semaphore.java:109", "Line Step", " file=RW_Semaphore.java, line=109"
"Thread-9", "2551", "RW_Semaphore.java:109", "Field Read", " context=Database:1, wr"
"Thread-9", "2552", "RW_Semaphore.java:109", "Field Write", " context=Database:1, wr=5"
"Thread-9", "2553", "RW_Semaphore.java:110", "Line Step", " file=RW_Semaphore.java, line=110"
"Thread-9", "2554", "RW_Semaphore.java:110", "Field Read", " context=Database:1, s"
"Thread-9", "2555", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-0", "2556", "RW_Semaphore.java:150", "Line Step", " file=RW_Semaphore.java, line=150"
"Thread-9", "2557", "RW_Semaphore.java:112", "Field Read", " context=Database:1, sr"
"Thread-0", "2558", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-0", "2559", "RW_Semaphore.java:154", "Field Read", " context=Database:1, r"
"Thread-0", "2560", "RW_Semaphore.java:154", "Field Read", " context=Database:1, w"
"Thread-0", "2561", "RW_Semaphore.java:155", "Line Step", " file=RW_Semaphore.java, line=155"
"Thread-0", "2562", "RW_Semaphore.java:155", "Field Read", " context=Database:1, ww"
"Thread-0", "2563", "RW_Semaphore.java:155", "Field Write", " context=Database:1, ww=4"
"Thread-0", "2564", "RW_Semaphore.java:156", "Line Step", " file=RW_Semaphore.java, line=156"
"Thread-0", "2565", "RW_Semaphore.java:156", "Field Read", " context=Database:1, s"
"Thread-0", "2566", "RW_Semaphore.java:158", "Line Step", " file=RW_Semaphore.java, line=158"
"Thread-1", "2567", "RW_Semaphore.java:175", "Line Step", " file=RW_Semaphore.java, line=175"
"Thread-0", "2568", "RW_Semaphore.java:158", "Field Read", " context=Database:1, sw"
"Thread-1", "2569", "RW_Semaphore.java:179", "Line Step", " file=RW_Semaphore.java, line=179"
"Thread-1", "2570", "RW_Semaphore.java:179", "Field Write", " context=Database:1, w=0"
"Thread-1", "2571", "RW_Semaphore.java:181", "Line Step", " file=RW_Semaphore.java, line=181"
"Thread-1", "2572", "RW_Semaphore.java:181", "Field Read", " context=Database:1, sw"
"Thread-1", "2573", "RW_Semaphore.java:181", "Variable Write", " context=Database:1#done_write:12, len=4"
"Thread-1", "2574", "RW_Semaphore.java:182", "Line Step", " file=RW_Semaphore.java, line=182"
"Thread-1", "2575", "RW_Semaphore.java:182", "Field Read", " context=Database:1, sw"
"Thread-1", "2576", "RW_Semaphore.java:183", "Line Step", " file=RW_Semaphore.java, line=183"
"Thread-2", "2577", "RW_Semaphore.java:159", "Line Step", " file=RW_Semaphore.java, line=159"
"Thread-3", "2578", "RW_Semaphore.java:159", "Line Step", " file=RW_Semaphore.java, line=159"
"Thread-4", "2579", "RW_Semaphore.java:159", "Line Step", " file=RW_Semaphore.java, line=159"
"Thread-0", "2580", "RW_Semaphore.java:159", "Line Step", " file=RW_Semaphore.java, line=159"
"Thread-1", "2581", "RW_Semaphore.java:183", "Field Read", " context=Database:1, sr"
"Thread-2", "2582", "RW_Semaphore.java:159", "Field Read", " context=Database:1, s"
"Thread-3", "2583", "RW_Semaphore.java:159", "Field Read", " context=Database:1, s"
"Thread-4", "2584", "RW_Semaphore.java:159", "Field Read", " context=Database:1, s"
"Thread-0", "2585", "RW_Semaphore.java:159", "Field Read", " context=Database:1, s"
"Thread-1", "2586", "RW_Semaphore.java:183", "Variable Write", " context=Database:1#done_write:12, len1=5"
"Thread-1", "2587", "RW_Semaphore.java:184", "Line Step", " file=RW_Semaphore.java, line=184"
"Thread-1", "2588", "RW_Semaphore.java:184", "Field Read", " context=Database:1, sr"
"Thread-1", "2589", "RW_Semaphore.java:186", "Line Step", " file=RW_Semaphore.java, line=186"
"Thread-5", "2590", "RW_Semaphore.java:113", "Line Step", " file=RW_Semaphore.java, line=113"
"Thread-6", "2591", "RW_Semaphore.java:113", "Line Step", " file=RW_Semaphore.java, line=113"
"Thread-7", "2592", "RW_Semaphore.java:113", "Line Step", " file=RW_Semaphore.java, line=113"
"Thread-8", "2593", "RW_Semaphore.java:113", "Line Step", " file=RW_Semaphore.java, line=113"
"Thread-9", "2594", "RW_Semaphore.java:113", "Line Step", " file=RW_Semaphore.java, line=113"
"Thread-1", "2595", "RW_Semaphore.java:186", "Field Read", " context=Database:1, s"
"Thread-5", "2596", "RW_Semaphore.java:113", "Field Read", " context=Database:1, s"
"Thread-6", "2597", "RW_Semaphore.java:113", "Field Read", " context=Database:1, s"
"Thread-7", "2598", "RW_Semaphore.java:113", "Field Read", " context=Database:1, s"
"Thread-8", "2599", "RW_Semaphore.java:113", "Field Read", " context=Database:1, s"
"Thread-9", "2600", "RW_Semaphore.java:113", "Field Read", " context=Database:1, s"
"Thread-1", "2601", "RW_Semaphore.java:187", "Line Step", " file=RW_Semaphore.java, line=187"
"Thread-2", "2602", "RW_Semaphore.java:160", "Line Step", " file=RW_Semaphore.java, line=160"
"Thread-1", "2603", "RW_Semaphore.java:187", "Method Exit", " returner=Database:1#done_write:12, value=<void>"
"Thread-2", "2604", "RW_Semaphore.java:163", "Line Step", " file=RW_Semaphore.java, line=163"
"Thread-1", "2605", "RW_Semaphore.java:81", "Method Returned", " "
"Thread-1", "2606", "RW_Semaphore.java:76", "Line Step", " file=RW_Semaphore.java, line=76"
"Thread-2", "2607", "RW_Semaphore.java:163", "Field Read", " context=Database:1, ww"
"Thread-1", "2608", "RW_Semaphore.java:76", "Variable Write", " context=Writer:2#run:2, i=3"
"Thread-1", "2609", "RW_Semaphore.java:77", "Line Step", " file=RW_Semaphore.java, line=77"
"Thread-2", "2610", "RW_Semaphore.java:163", "Field Write", " context=Database:1, ww=3"
"Thread-1", "2611", "RW_Semaphore.java:77", "Field Read", " context=Writer:2, d"
"Thread-2", "2612", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-1", "2613", "RW_Semaphore.java:77", "Method Call", " caller=Writer:2#run:2, target=Database:1#request_write:17"
"Thread-1", "2614", "RW_Semaphore.java:140", "Method Entered", " "
"Thread-1", "2615", "RW_Semaphore.java:149", "Line Step", " file=RW_Semaphore.java, line=149"
"Thread-2", "2616", "RW_Semaphore.java:154", "Field Read", " context=Database:1, r"
"Thread-1", "2617", "RW_Semaphore.java:149", "Field Read", " context=Database:1, s"
"Thread-2", "2618", "RW_Semaphore.java:154", "Field Read", " context=Database:1, w"
"Thread-2", "2619", "RW_Semaphore.java:165", "Line Step", " file=RW_Semaphore.java, line=165"
"Thread-2", "2620", "RW_Semaphore.java:165", "Field Write", " context=Database:1, w=1"
"Thread-2", "2621", "RW_Semaphore.java:167", "Line Step", " file=RW_Semaphore.java, line=167"
"Thread-2", "2622", "RW_Semaphore.java:167", "Field Read", " context=Database:1, s"
"Thread-2", "2623", "RW_Semaphore.java:168", "Line Step", " file=RW_Semaphore.java, line=168"
"Thread-3", "2624", "RW_Semaphore.java:160", "Line Step", " file=RW_Semaphore.java, line=160"
"Thread-2", "2625", "RW_Semaphore.java:168", "Method Exit", " returner=Database:1#request_write:13, value=<void>"
"Thread-3", "2626", "RW_Semaphore.java:163", "Line Step", " file=RW_Semaphore.java, line=163"
"Thread-2", "2627", "RW_Semaphore.java:77", "Method Returned", " "
"Thread-2", "2628", "RW_Semaphore.java:78", "Line Step", " file=RW_Semaphore.java, line=78"
"Thread-3", "2629", "RW_Semaphore.java:163", "Field Read", " context=Database:1, ww"
"Thread-2", "2630", "RW_Semaphore.java:78", "Field Read", " context=Writer:3, d"
"Thread-3", "2631", "RW_Semaphore.java:163", "Field Write", " context=Database:1, ww=2"
"Thread-2", "2632", "RW_Semaphore.java:78", "Field Read", " context=Writer:3, x"
"Thread-3", "2633", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-2", "2634", "RW_Semaphore.java:78", "Method Call", " caller=Writer:3#run:3, target=Database:1#write:13"
"Thread-2", "2635", "RW_Semaphore.java:193", "Method Entered", " "
"Thread-2", "2636", "RW_Semaphore.java:193", "Variable Write", " context=Database:1#write:13, x=100"
"Thread-2", "2637", "RW_Semaphore.java:194", "Line Step", " file=RW_Semaphore.java, line=194"
"Thread-3", "2638", "RW_Semaphore.java:154", "Field Read", " context=Database:1, r"
"Thread-2", "2639", "RW_Semaphore.java:194", "Field Read", " context=Database:1, data"
"Thread-3", "2640", "RW_Semaphore.java:154", "Field Read", " context=Database:1, w"
"Thread-2", "2641", "RW_Semaphore.java:194", "Field Write", " context=Database:1, data=22333"
"Thread-3", "2642", "RW_Semaphore.java:155", "Line Step", " file=RW_Semaphore.java, line=155"
"Thread-2", "2643", "RW_Semaphore.java:195", "Line Step", " file=RW_Semaphore.java, line=195"
"Thread-3", "2644", "RW_Semaphore.java:155", "Field Read", " context=Database:1, ww"
"Thread-2", "2645", "RW_Semaphore.java:195", "Method Exit", " returner=Database:1#write:13, value=<void>"
"Thread-3", "2646", "RW_Semaphore.java:155", "Field Write", " context=Database:1, ww=3"
"Thread-2", "2647", "RW_Semaphore.java:78", "Method Returned", " "
"Thread-2", "2648", "RW_Semaphore.java:79", "Line Step", " file=RW_Semaphore.java, line=79"
"Thread-3", "2649", "RW_Semaphore.java:156", "Line Step", " file=RW_Semaphore.java, line=156"
"Thread-3", "2650", "RW_Semaphore.java:156", "Field Read", " context=Database:1, s"
"Thread-3", "2651", "RW_Semaphore.java:158", "Line Step", " file=RW_Semaphore.java, line=158"
"Thread-4", "2652", "RW_Semaphore.java:160", "Line Step", " file=RW_Semaphore.java, line=160"
"Thread-3", "2653", "RW_Semaphore.java:158", "Field Read", " context=Database:1, sw"
"Thread-4", "2654", "RW_Semaphore.java:163", "Line Step", " file=RW_Semaphore.java, line=163"
"Thread-4", "2655", "RW_Semaphore.java:163", "Field Read", " context=Database:1, ww"
"Thread-4", "2656", "RW_Semaphore.java:163", "Field Write", " context=Database:1, ww=2"
"Thread-4", "2657", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-4", "2658", "RW_Semaphore.java:154", "Field Read", " context=Database:1, r"
"Thread-4", "2659", "RW_Semaphore.java:154", "Field Read", " context=Database:1, w"
"Thread-4", "2660", "RW_Semaphore.java:155", "Line Step", " file=RW_Semaphore.java, line=155"
"Thread-4", "2661", "RW_Semaphore.java:155", "Field Read", " context=Database:1, ww"
"Thread-4", "2662", "RW_Semaphore.java:155", "Field Write", " context=Database:1, ww=3"
"Thread-4", "2663", "RW_Semaphore.java:156", "Line Step", " file=RW_Semaphore.java, line=156"
"Thread-4", "2664", "RW_Semaphore.java:156", "Field Read", " context=Database:1, s"
"Thread-4", "2665", "RW_Semaphore.java:158", "Line Step", " file=RW_Semaphore.java, line=158"
"Thread-0", "2666", "RW_Semaphore.java:160", "Line Step", " file=RW_Semaphore.java, line=160"
"Thread-4", "2667", "RW_Semaphore.java:158", "Field Read", " context=Database:1, sw"
"Thread-0", "2668", "RW_Semaphore.java:163", "Line Step", " file=RW_Semaphore.java, line=163"
"Thread-0", "2669", "RW_Semaphore.java:163", "Field Read", " context=Database:1, ww"
"Thread-0", "2670", "RW_Semaphore.java:163", "Field Write", " context=Database:1, ww=2"
"Thread-0", "2671", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-0", "2672", "RW_Semaphore.java:154", "Field Read", " context=Database:1, r"
"Thread-0", "2673", "RW_Semaphore.java:154", "Field Read", " context=Database:1, w"
"Thread-0", "2674", "RW_Semaphore.java:155", "Line Step", " file=RW_Semaphore.java, line=155"
"Thread-0", "2675", "RW_Semaphore.java:155", "Field Read", " context=Database:1, ww"
"Thread-0", "2676", "RW_Semaphore.java:155", "Field Write", " context=Database:1, ww=3"
"Thread-0", "2677", "RW_Semaphore.java:156", "Line Step", " file=RW_Semaphore.java, line=156"
"Thread-0", "2678", "RW_Semaphore.java:156", "Field Read", " context=Database:1, s"
"Thread-0", "2679", "RW_Semaphore.java:158", "Line Step", " file=RW_Semaphore.java, line=158"
"Thread-5", "2680", "RW_Semaphore.java:114", "Line Step", " file=RW_Semaphore.java, line=114"
"Thread-0", "2681", "RW_Semaphore.java:158", "Field Read", " context=Database:1, sw"
"Thread-5", "2682", "RW_Semaphore.java:117", "Line Step", " file=RW_Semaphore.java, line=117"
"Thread-5", "2683", "RW_Semaphore.java:117", "Field Read", " context=Database:1, wr"
"Thread-5", "2684", "RW_Semaphore.java:117", "Field Write", " context=Database:1, wr=4"
"Thread-5", "2685", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-5", "2686", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-5", "2687", "RW_Semaphore.java:109", "Line Step", " file=RW_Semaphore.java, line=109"
"Thread-5", "2688", "RW_Semaphore.java:109", "Field Read", " context=Database:1, wr"
"Thread-5", "2689", "RW_Semaphore.java:109", "Field Write", " context=Database:1, wr=5"
"Thread-5", "2690", "RW_Semaphore.java:110", "Line Step", " file=RW_Semaphore.java, line=110"
"Thread-5", "2691", "RW_Semaphore.java:110", "Field Read", " context=Database:1, s"
"Thread-5", "2692", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-6", "2693", "RW_Semaphore.java:114", "Line Step", " file=RW_Semaphore.java, line=114"
"Thread-5", "2694", "RW_Semaphore.java:112", "Field Read", " context=Database:1, sr"
"Thread-6", "2695", "RW_Semaphore.java:117", "Line Step", " file=RW_Semaphore.java, line=117"
"Thread-6", "2696", "RW_Semaphore.java:117", "Field Read", " context=Database:1, wr"
"Thread-6", "2697", "RW_Semaphore.java:117", "Field Write", " context=Database:1, wr=4"
"Thread-6", "2698", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-6", "2699", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-6", "2700", "RW_Semaphore.java:109", "Line Step", " file=RW_Semaphore.java, line=109"
"Thread-6", "2701", "RW_Semaphore.java:109", "Field Read", " context=Database:1, wr"
"Thread-6", "2702", "RW_Semaphore.java:109", "Field Write", " context=Database:1, wr=5"
"Thread-6", "2703", "RW_Semaphore.java:110", "Line Step", " file=RW_Semaphore.java, line=110"
"Thread-6", "2704", "RW_Semaphore.java:110", "Field Read", " context=Database:1, s"
"Thread-6", "2705", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-7", "2706", "RW_Semaphore.java:114", "Line Step", " file=RW_Semaphore.java, line=114"
"Thread-6", "2707", "RW_Semaphore.java:112", "Field Read", " context=Database:1, sr"
"Thread-7", "2708", "RW_Semaphore.java:117", "Line Step", " file=RW_Semaphore.java, line=117"
"Thread-7", "2709", "RW_Semaphore.java:117", "Field Read", " context=Database:1, wr"
"Thread-7", "2710", "RW_Semaphore.java:117", "Field Write", " context=Database:1, wr=4"
"Thread-2", "2711", "RW_Semaphore.java:81", "Line Step", " file=RW_Semaphore.java, line=81"
"Thread-7", "2712", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-2", "2713", "RW_Semaphore.java:81", "Field Read", " context=Writer:3, d"
"Thread-7", "2714", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-2", "2715", "RW_Semaphore.java:81", "Method Call", " caller=Writer:3#run:3, target=Database:1#done_write:13"
"Thread-2", "2716", "RW_Semaphore.java:170", "Method Entered", " "
"Thread-2", "2717", "RW_Semaphore.java:174", "Line Step", " file=RW_Semaphore.java, line=174"
"Thread-7", "2718", "RW_Semaphore.java:109", "Line Step", " file=RW_Semaphore.java, line=109"
"Thread-2", "2719", "RW_Semaphore.java:174", "Field Read", " context=Database:1, s"
"Thread-7", "2720", "RW_Semaphore.java:109", "Field Read", " context=Database:1, wr"
"Thread-7", "2721", "RW_Semaphore.java:109", "Field Write", " context=Database:1, wr=5"
"Thread-7", "2722", "RW_Semaphore.java:110", "Line Step", " file=RW_Semaphore.java, line=110"
"Thread-7", "2723", "RW_Semaphore.java:110", "Field Read", " context=Database:1, s"
"Thread-7", "2724", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-8", "2725", "RW_Semaphore.java:114", "Line Step", " file=RW_Semaphore.java, line=114"
"Thread-7", "2726", "RW_Semaphore.java:112", "Field Read", " context=Database:1, sr"
"Thread-8", "2727", "RW_Semaphore.java:117", "Line Step", " file=RW_Semaphore.java, line=117"
"Thread-8", "2728", "RW_Semaphore.java:117", "Field Read", " context=Database:1, wr"
"Thread-8", "2729", "RW_Semaphore.java:117", "Field Write", " context=Database:1, wr=4"
"Thread-8", "2730", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-8", "2731", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-8", "2732", "RW_Semaphore.java:109", "Line Step", " file=RW_Semaphore.java, line=109"
"Thread-8", "2733", "RW_Semaphore.java:109", "Field Read", " context=Database:1, wr"
"Thread-8", "2734", "RW_Semaphore.java:109", "Field Write", " context=Database:1, wr=5"
"Thread-8", "2735", "RW_Semaphore.java:110", "Line Step", " file=RW_Semaphore.java, line=110"
"Thread-8", "2736", "RW_Semaphore.java:110", "Field Read", " context=Database:1, s"
"Thread-8", "2737", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-9", "2738", "RW_Semaphore.java:114", "Line Step", " file=RW_Semaphore.java, line=114"
"Thread-8", "2739", "RW_Semaphore.java:112", "Field Read", " context=Database:1, sr"
"Thread-9", "2740", "RW_Semaphore.java:117", "Line Step", " file=RW_Semaphore.java, line=117"
"Thread-9", "2741", "RW_Semaphore.java:117", "Field Read", " context=Database:1, wr"
"Thread-9", "2742", "RW_Semaphore.java:117", "Field Write", " context=Database:1, wr=4"
"Thread-9", "2743", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-9", "2744", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-9", "2745", "RW_Semaphore.java:109", "Line Step", " file=RW_Semaphore.java, line=109"
"Thread-9", "2746", "RW_Semaphore.java:109", "Field Read", " context=Database:1, wr"
"Thread-9", "2747", "RW_Semaphore.java:109", "Field Write", " context=Database:1, wr=5"
"Thread-9", "2748", "RW_Semaphore.java:110", "Line Step", " file=RW_Semaphore.java, line=110"
"Thread-9", "2749", "RW_Semaphore.java:110", "Field Read", " context=Database:1, s"
"Thread-9", "2750", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-1", "2751", "RW_Semaphore.java:150", "Line Step", " file=RW_Semaphore.java, line=150"
"Thread-9", "2752", "RW_Semaphore.java:112", "Field Read", " context=Database:1, sr"
"Thread-1", "2753", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-1", "2754", "RW_Semaphore.java:154", "Field Read", " context=Database:1, r"
"Thread-1", "2755", "RW_Semaphore.java:154", "Field Read", " context=Database:1, w"
"Thread-1", "2756", "RW_Semaphore.java:155", "Line Step", " file=RW_Semaphore.java, line=155"
"Thread-1", "2757", "RW_Semaphore.java:155", "Field Read", " context=Database:1, ww"
"Thread-1", "2758", "RW_Semaphore.java:155", "Field Write", " context=Database:1, ww=4"
"Thread-1", "2759", "RW_Semaphore.java:156", "Line Step", " file=RW_Semaphore.java, line=156"
"Thread-1", "2760", "RW_Semaphore.java:156", "Field Read", " context=Database:1, s"
"Thread-1", "2761", "RW_Semaphore.java:158", "Line Step", " file=RW_Semaphore.java, line=158"
"Thread-2", "2762", "RW_Semaphore.java:175", "Line Step", " file=RW_Semaphore.java, line=175"
"Thread-1", "2763", "RW_Semaphore.java:158", "Field Read", " context=Database:1, sw"
"Thread-2", "2764", "RW_Semaphore.java:179", "Line Step", " file=RW_Semaphore.java, line=179"
"Thread-2", "2765", "RW_Semaphore.java:179", "Field Write", " context=Database:1, w=0"
"Thread-2", "2766", "RW_Semaphore.java:181", "Line Step", " file=RW_Semaphore.java, line=181"
"Thread-2", "2767", "RW_Semaphore.java:181", "Field Read", " context=Database:1, sw"
"Thread-2", "2768", "RW_Semaphore.java:181", "Variable Write", " context=Database:1#done_write:13, len=4"
"Thread-2", "2769", "RW_Semaphore.java:182", "Line Step", " file=RW_Semaphore.java, line=182"
"Thread-2", "2770", "RW_Semaphore.java:182", "Field Read", " context=Database:1, sw"
"Thread-2", "2771", "RW_Semaphore.java:183", "Line Step", " file=RW_Semaphore.java, line=183"
"Thread-3", "2772", "RW_Semaphore.java:159", "Line Step", " file=RW_Semaphore.java, line=159"
"Thread-4", "2773", "RW_Semaphore.java:159", "Line Step", " file=RW_Semaphore.java, line=159"
"Thread-0", "2774", "RW_Semaphore.java:159", "Line Step", " file=RW_Semaphore.java, line=159"
"Thread-1", "2775", "RW_Semaphore.java:159", "Line Step", " file=RW_Semaphore.java, line=159"
"Thread-2", "2776", "RW_Semaphore.java:183", "Field Read", " context=Database:1, sr"
"Thread-3", "2777", "RW_Semaphore.java:159", "Field Read", " context=Database:1, s"
"Thread-4", "2778", "RW_Semaphore.java:159", "Field Read", " context=Database:1, s"
"Thread-0", "2779", "RW_Semaphore.java:159", "Field Read", " context=Database:1, s"
"Thread-1", "2780", "RW_Semaphore.java:159", "Field Read", " context=Database:1, s"
"Thread-2", "2781", "RW_Semaphore.java:183", "Variable Write", " context=Database:1#done_write:13, len1=5"
"Thread-2", "2782", "RW_Semaphore.java:184", "Line Step", " file=RW_Semaphore.java, line=184"
"Thread-2", "2783", "RW_Semaphore.java:184", "Field Read", " context=Database:1, sr"
"Thread-2", "2784", "RW_Semaphore.java:186", "Line Step", " file=RW_Semaphore.java, line=186"
"Thread-5", "2785", "RW_Semaphore.java:113", "Line Step", " file=RW_Semaphore.java, line=113"
"Thread-6", "2786", "RW_Semaphore.java:113", "Line Step", " file=RW_Semaphore.java, line=113"
"Thread-7", "2787", "RW_Semaphore.java:113", "Line Step", " file=RW_Semaphore.java, line=113"
"Thread-8", "2788", "RW_Semaphore.java:113", "Line Step", " file=RW_Semaphore.java, line=113"
"Thread-9", "2789", "RW_Semaphore.java:113", "Line Step", " file=RW_Semaphore.java, line=113"
"Thread-2", "2790", "RW_Semaphore.java:186", "Field Read", " context=Database:1, s"
"Thread-5", "2791", "RW_Semaphore.java:113", "Field Read", " context=Database:1, s"
"Thread-6", "2792", "RW_Semaphore.java:113", "Field Read", " context=Database:1, s"
"Thread-7", "2793", "RW_Semaphore.java:113", "Field Read", " context=Database:1, s"
"Thread-8", "2794", "RW_Semaphore.java:113", "Field Read", " context=Database:1, s"
"Thread-9", "2795", "RW_Semaphore.java:113", "Field Read", " context=Database:1, s"
"Thread-2", "2796", "RW_Semaphore.java:187", "Line Step", " file=RW_Semaphore.java, line=187"
"Thread-3", "2797", "RW_Semaphore.java:160", "Line Step", " file=RW_Semaphore.java, line=160"
"Thread-2", "2798", "RW_Semaphore.java:187", "Method Exit", " returner=Database:1#done_write:13, value=<void>"
"Thread-3", "2799", "RW_Semaphore.java:163", "Line Step", " file=RW_Semaphore.java, line=163"
"Thread-2", "2800", "RW_Semaphore.java:81", "Method Returned", " "
"Thread-2", "2801", "RW_Semaphore.java:76", "Line Step", " file=RW_Semaphore.java, line=76"
"Thread-3", "2802", "RW_Semaphore.java:163", "Field Read", " context=Database:1, ww"
"Thread-2", "2803", "RW_Semaphore.java:76", "Variable Write", " context=Writer:3#run:3, i=3"
"Thread-2", "2804", "RW_Semaphore.java:77", "Line Step", " file=RW_Semaphore.java, line=77"
"Thread-3", "2805", "RW_Semaphore.java:163", "Field Write", " context=Database:1, ww=3"
"Thread-2", "2806", "RW_Semaphore.java:77", "Field Read", " context=Writer:3, d"
"Thread-3", "2807", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-2", "2808", "RW_Semaphore.java:77", "Method Call", " caller=Writer:3#run:3, target=Database:1#request_write:18"
"Thread-2", "2809", "RW_Semaphore.java:140", "Method Entered", " "
"Thread-2", "2810", "RW_Semaphore.java:149", "Line Step", " file=RW_Semaphore.java, line=149"
"Thread-3", "2811", "RW_Semaphore.java:154", "Field Read", " context=Database:1, r"
"Thread-2", "2812", "RW_Semaphore.java:149", "Field Read", " context=Database:1, s"
"Thread-3", "2813", "RW_Semaphore.java:154", "Field Read", " context=Database:1, w"
"Thread-3", "2814", "RW_Semaphore.java:165", "Line Step", " file=RW_Semaphore.java, line=165"
"Thread-3", "2815", "RW_Semaphore.java:165", "Field Write", " context=Database:1, w=1"
"Thread-3", "2816", "RW_Semaphore.java:167", "Line Step", " file=RW_Semaphore.java, line=167"
"Thread-3", "2817", "RW_Semaphore.java:167", "Field Read", " context=Database:1, s"
"Thread-3", "2818", "RW_Semaphore.java:168", "Line Step", " file=RW_Semaphore.java, line=168"
"Thread-4", "2819", "RW_Semaphore.java:160", "Line Step", " file=RW_Semaphore.java, line=160"
"Thread-3", "2820", "RW_Semaphore.java:168", "Method Exit", " returner=Database:1#request_write:14, value=<void>"
"Thread-4", "2821", "RW_Semaphore.java:163", "Line Step", " file=RW_Semaphore.java, line=163"
"Thread-3", "2822", "RW_Semaphore.java:77", "Method Returned", " "
"Thread-3", "2823", "RW_Semaphore.java:78", "Line Step", " file=RW_Semaphore.java, line=78"
"Thread-4", "2824", "RW_Semaphore.java:163", "Field Read", " context=Database:1, ww"
"Thread-3", "2825", "RW_Semaphore.java:78", "Field Read", " context=Writer:4, d"
"Thread-4", "2826", "RW_Semaphore.java:163", "Field Write", " context=Database:1, ww=2"
"Thread-3", "2827", "RW_Semaphore.java:78", "Field Read", " context=Writer:4, x"
"Thread-4", "2828", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-3", "2829", "RW_Semaphore.java:78", "Method Call", " caller=Writer:4#run:4, target=Database:1#write:14"
"Thread-3", "2830", "RW_Semaphore.java:193", "Method Entered", " "
"Thread-3", "2831", "RW_Semaphore.java:193", "Variable Write", " context=Database:1#write:14, x=1000"
"Thread-3", "2832", "RW_Semaphore.java:194", "Line Step", " file=RW_Semaphore.java, line=194"
"Thread-4", "2833", "RW_Semaphore.java:154", "Field Read", " context=Database:1, r"
"Thread-3", "2834", "RW_Semaphore.java:194", "Field Read", " context=Database:1, data"
"Thread-4", "2835", "RW_Semaphore.java:154", "Field Read", " context=Database:1, w"
"Thread-3", "2836", "RW_Semaphore.java:194", "Field Write", " context=Database:1, data=23333"
"Thread-4", "2837", "RW_Semaphore.java:155", "Line Step", " file=RW_Semaphore.java, line=155"
"Thread-3", "2838", "RW_Semaphore.java:195", "Line Step", " file=RW_Semaphore.java, line=195"
"Thread-4", "2839", "RW_Semaphore.java:155", "Field Read", " context=Database:1, ww"
"Thread-3", "2840", "RW_Semaphore.java:195", "Method Exit", " returner=Database:1#write:14, value=<void>"
"Thread-4", "2841", "RW_Semaphore.java:155", "Field Write", " context=Database:1, ww=3"
"Thread-3", "2842", "RW_Semaphore.java:78", "Method Returned", " "
"Thread-3", "2843", "RW_Semaphore.java:79", "Line Step", " file=RW_Semaphore.java, line=79"
"Thread-4", "2844", "RW_Semaphore.java:156", "Line Step", " file=RW_Semaphore.java, line=156"
"Thread-4", "2845", "RW_Semaphore.java:156", "Field Read", " context=Database:1, s"
"Thread-4", "2846", "RW_Semaphore.java:158", "Line Step", " file=RW_Semaphore.java, line=158"
"Thread-0", "2847", "RW_Semaphore.java:160", "Line Step", " file=RW_Semaphore.java, line=160"
"Thread-4", "2848", "RW_Semaphore.java:158", "Field Read", " context=Database:1, sw"
"Thread-0", "2849", "RW_Semaphore.java:163", "Line Step", " file=RW_Semaphore.java, line=163"
